450.0,475.8,0.001091,0.3928,631.68,1927.9,2559.5,632.2,2114.3,2746.5,1.8418,4.996,6.8379
155.0,543.1,0.001096,0.3468,653.24,1910.8,2564.1,653.84,2098.6,2752.4,1.8925,4.901,6.7935
160.0,617.8000000000001,0.001102,0.3071,674.87,1893.5,2568.4,675.55,2082.6,2758.1,1.9427,4.8075,6.7502
165.0,700.5,0.001108,0.2727,696.56,1876.0,2572.5,697.34,2066.2,2763.5,1.9925,4.7163,6.7078
170.0,791.6999999999999,0.001114,0.2428,718.33,1858.1,2576.5,719.21,2049.5,2768.7,2.0419,4.6244,6.6663
175.0,892.0,0.001121,0.2168,740.17,1840.0,2580.2,741.17,2032.4,2773.6,2.0909,4.5347,6.6256
180.0,1002.1,0.001127,0.19405,762.09,1821.6,2583.7,763.22,2015.0,2778.2,2.1396,4.4461,6.5867
185.0,1122.7,0.001134,0.17409,784.1,1802.9,2587.0,785.37,1997.1,2782.4,2.1879,4.3586,6.5465
190.0,1254.3999999999999,0.001141,0.15654,806.19,1783.8,2590.0,807.62,1978.8,2786.4,2.2359,4.272,6.5079
195.0,1397.6,0.001149,0.14105,82837.0,1764.4,2592.8,829.98,1960.0,2790.0,2.2835,4.1863,6.4698
200.0,1553.8000000000002,0.001157,0.12736,850.65,1744.7,2595.3,852.45,1940.7,2793.2,2.3309,4.1014,6.4323
205.0,1723.0,0.001164,0.11521,873.04,1724.5,2597.5,875.04,1921.0,2796.0,2.378,4.0172,6.3952
210.0,1906.1999999999998,0.001173,0.10441,895.53,1703.9,2599.5,897.76,1900.7,2798.5,2.4248,3.9337,6.3585
215.0,2104.0,0.001181,0.09479,918.14,1682.9,2601.1,920.62,1879.9,2800.5,2.4714,3.8507,6.3221
220.0,2318.0,0.00119,0.08619,940.87,1661.5,2602.4,943.62,1858.5,2802.1,2.5178,3.7683,6.2861
225.0,2548.0,0.001199,0.07849,963.73,1639.6,2603.3,966.78,1836.5,2803.3,2.5639,3.6863,6.2503
230.0,2795.0,0.001209,0.07158,986.74,1617.2,2603.9,990.12,1813.8,2804.0,2.6099,3.6047,6.2146
235.0,3060.0,0.001219,0.06537,1009.89,1594.2,2604.1,1013.62,1790.5,2804.2,2.6558,3.5233,6.1791
240.0,3344.0,0.001229,0.05976,1033.21,1570.8,2604.0,1037.32,1766.5,2803.8,2.7015,3.4422,6.1437
245.0,3648.0,0.00124,0.05471,1056.71,1546.7,2603.4,1061.23,1741.7,2803.0,2.7472,3.3612,6.1083
250.0,3973.0,0.001251,0.05013,1080.39,1522.0,2602.4,1085.36,1716.2,2801.5,2.7927,3.2802,6.073
255.0,4319.0,0.001263,0.04598,1104.28,1596.7,2600.9,1109.73,1689.8,2799.5,2.8383,3.1992,6.0375
260.0,4688.0,0.001276,0.04221,1128.39,1470.6,2599.0,1134.37,1662.5,2796.9,2.8838,3.1181,6.0019
265.0,5081.0,0.001289,0.03877,1152.74,1443.9,2596.6,1159.28,1634.4,2793.6,2.9294,3.0368,5.9662
270.0,5499.0,0.001302,0.03564,1177.36,1416.3,2593.7,1184.51,1605.2,2789.7,2.9751,2.9551,5.9301
275.0,5942.0,0.001317,0.03279,1202.25,1387.9,2590.2,1210.07,1574.9,2785.0,3.0208,2.873,5.8938
280.0,6412.0,0.001332,0.03017,1227.46,1358.7,2586.1,1235.99,1543.6,2779.6,3.0668,2.7903,5.8571
285.0,6909.0,0.001348,0.02777,1253.0,1328.4,2581.4,1262.31,1511.0,2773.3,3.113,2.707,5.8199
290.0,7436.0,0.001366,0.02557,1278.92,1297.1,2576.0,1289.07,1477.1,2766.2,3.1594,2.6227,5.7821
295.0,7993.0,0.001384,0.02354,1305.2,1264.7,2569.9,1316.3,1441.8,2758.1,3.2062,2.5375,5.7437
300.0,8581.0,0.001404,0.02167,1332.0,1231.0,2563.0,1344.0,1404.9,2749.0,3.2534,2.4511,5.7045
305.0,9202.0,0.001425,0.019948,1359.3,1195.9,2555.2,1372.4,1366.4,2738.7,3.301,2.3633,5.6643
310.0,9856.0,0.001447,0.01835,1387.1,1159.4,2546.4,1401.3,1326.0,2727.3,3.3493,2.2737,5.623
315.0,10547.0,0.001472,0.016867,1415.5,1121.1,2536.6,1431.0,1283.5,2714.5,3.3982,2.1821,5.5804
320.0,11274.0,0.001499,0.015488,1444.6,1080.9,2525.5,1461.5,1238.6,2700.1,3.448,2.0882,5.5362
330.0,12845.0,0.001561,0.012996,1505.3,993.7,2498.9,1525.3,1140.6,2665.9,3.5507,1.8909,5.4417
340.0,14586.0,0.001638,0.010797,1570.3,894.3,2464.6,1594.2,1027.9,2622.0,3.6594,1.6763,5.3357
350.0,16513.0,0.00174,0.008813,1641.9,776.6,2418.4,1670.6,893.4,2563.9,3.7777,1.4335,5.2112
360.0,18651.0,0.001893,0.006945,1725.2,626.3,2351.5,1760.5,720.3,2481.0,3.9147,1.1379,5.0526
370.0,21030.0,0.002213,0.004925,1844.0,384.5,2228.5,1890.5,441.6,2332.1,4.1106,0.6865,4.7971
374.14,22090.0,0.003155,0.003155,2029.6,0.0,2029.6,2099.3,0.0,2099.3,4.4298,0.0,4.4298
